rating,review,date
1,"Let's play a game, let's waste our time. Like so many modern corporations Lidl wishes to price discriminate. I.e. charge some consumers more whilst still appearing cheap to the price savvy. In Lidls case this is achieved through coupons and shopping targets. Waste your time with coupons, apps and targets or waste your money by not. It leaves a sour taste. And makes returning more items, not caring about the shop and wasting lidls time etc feel like justice",2024-01-08
5,Amazing shop,2022-01-06
3,"This is a pretty good app, but the coupons are often useless to me. Coupons takes too little time to coupons expire, I wish these coupons would cost longer and they would be Selected for the user who uses this app.",2023-04-29
5,Good 👌 price & good quality,2023-02-15
4,Good shopping experience when store is quiet.,2022-06-16
5,"Spot on thanks, even better value 👍",2021-11-25
1,Carnt open app,2022-02-01
5,Perfect !!,2023-06-26
5,Great Lidl Plus card rewards and money off with the more you spend.,2022-01-08
5,Always pretty good but lately haven't got the stuff I normally got very short stocked,2023-01-21
5,Very good,2021-11-17
1,"When this scheme started , the Company asked for a mobile phone to be used. Not a Smart Phone. This company does not cater for anything else. Vor Sprung Dork, Useless. German engineering , Hugh!",2022-11-30
5,Very easy and nice to use,2022-05-14
5,Easy to use if you need help the staff in the store are very helpful.,2023-01-21
5,"Perfect app, very easy to use and there's always little present for you",2022-04-05
1,Was a great app with good coupons. But now does not work at all. Crashes the moment it is opened.,2022-01-23
1,"Više puta reinstalirana aplikacija, ali uzalud. Skener na kasi očitava ali ne prihvata kod.",2023-04-05
5,All ways good to cheap,2023-05-20
5,Very good,2022-01-06
5,Great place,2022-08-08
5,Well laid out and informative 👌,2022-07-31
1,"There is a problem. Tells me to accept the terms of use, when I so this, the screen is stuck on ""go back"" or "" log out"" when I try either of these options the screen still shows the above actions and is stuck. Cannot get out of it or use my phone",2022-02-02
5,Nice app,2022-04-09
5,Great app to use really easy too.,2022-04-07
1,It ain't letting me select my store. It seems the only available stores are in the UK. Is this an UK only app?,2023-09-08
3,Clunky not user friendly. I've found that even though I get a bleep in my local store that means nothing and it's hit & miss should my shopping be added to my cumulative total. Data reception is awful in Cleveleys and that includes Lidl WiFi .,2022-08-27
5,Great idea,2022-10-24
1,Terrible. I had to uninsyall it. Is does not work. Every update makes the app worse.,2022-05-23
1,"I just would like to collect discounts not have my data sent to third parties , I'm sure this can be stopped but there is too much to read , why not just ask if a customer would like Thier data sent to third parties instead this would be much more curtios. Anyhow all you supermarkets blackmailing people into shopping at your stores by a loyalty scheme is wrong just put your goods out for a fare price in the first place.",2023-12-04
5,Fabulous app. Easy to use and very rewarding,2022-05-17
1,"Rewards are AWFUL, coupons aren't personalised like in tesco but just in general and they're always stuff you will NEVER buy. All your coupons reset in a week which is just annoying. Forgot about that £2 voucher? Tough. Speaking of, you only get it when you get to 100 pounds!!!! Ridiculous",2022-06-11
5,"Super practical, often news about discounts and prefered stuff",2023-01-11
2,"I don't like the shopping list. in the regular Lidl app when you bookmark a product you can later see a picture of it with details about the product. Here it's just the name of the item - no picture, no details. If you plan to merge the two apps, please fix this and add more functionality.",2024-02-19
4,v happy,2022-01-16
5,Because nearly my house.,2022-12-08
5,"Un supermercato ben sistemato digitalmente per i clienti, tramite il app Lidle Plus, ci sono diversi modi per comprare gli articoli con i servizi del Lidle Plus app.es. Si può avere prezzo scontato, tramite la scelta Coupon Plus ,Coupon, offerte,o vedere i prezzi scontati nei volantini settimanali dentro l'app Lidle Plus ,pure si può mostrare la carta Lidle Plus dal app Lidl Plus e avere punti per gli acquisti, e nel futuro si può utilizzare i punti ottenuti per avere sconti. Buone feste.",2021-12-28
5,"Works perfectly, never had any problems with the app 👊",2022-04-23
5,Good 👍,2023-10-05
5,Great to use,2022-04-04
5,😀,2021-11-21
5,"Excellent app, really easy to use",2022-11-28
2,"Not as good as it was. For a retired couple the incentive to reach £200 spend a month has gone. We try to spend £100 now, those rewards are still good.",2022-11-16
5,Great place for shopping 🛍 👌,2023-11-14
1,Awful loyalty scheme the free items are rubbish and are never in stock and the odd time you get 50 cent off your shop big deal! At least Dunnes give €10 off €50,2021-12-27
4,Improving - pretty good card,2023-03-13
5,Great,2023-04-30
5,Fantastic app to see what I can buy before going in store,2022-04-06
5,Great,2022-06-21
5,"Nice and clean shop , great choice and prices",2023-01-05
5,Good value for money,2023-10-11
5,It's very useful.,2022-09-17
5,Brilliant service,2021-09-30
5,All you want at a great price.,2022-07-15
5,Really easy to use & great to get coupons for money off,2022-10-20
1,Pressed update and the update is still pending over an hour later!!...... Its now been 2 and a half hours!................... 4 hours,2022-05-23
2,"Stopped shopping at tesco to try Lidl ok for a couple of Weekley shops but now thinking of going back to tesco as Lidl Bedford and surrounding area have less and less stock in ,spoke to a person on the till they said they are having problems with deliveries and shortages with driver's , doesn't see to be the problem with tesco .",2022-08-19
5,Well worth downloading for money off and coupons something for nothing really.,2022-08-11
5,Love it easy to understands you get really good discounts. Easy to use,2022-10-27
1,"One of the worst companies / supermarkets ever. Rewards are barely worth it. Prices are going up too often and too high for the poor quality food. Things scan higher at the tills than on the price ticket so wasting time in store. Raised this issue with one manager who told me to ""get a life"". I was shocked. Head office did nothing about it as the guy still works there... Do yourself a favour and shop elsewhere.",2023-04-17
1,"Absolutely appalling app, logged in registered, had to sign out, now can't sign back in again, don't bother using it, was concidering swapping to lidl for my weekly shopping, because of the app & rewards, but this has changed my mind, I will stick to my usual supermarkets",2021-10-28
5,Good,2023-01-28
5,Great friendly staff in glenrothes store,2022-10-03
5,Easy quick and helpful,2022-03-10
1,Ik moet een app downloaden om de prijs te krijgen die vermeld staat in de winkel anders moet ik duurder betalen?,2023-03-17
1,Stopping me from getting on my app.,2023-11-28
5,Handy special offers and online receipts.,2023-01-31
5,Start,2024-02-26
5,Best store ever i shop there 3/4 days a week,2022-04-16
5,This is a straightforward but very effective app.,2022-03-12
5,Love this app save lots money,2022-04-04
5,Awesome,2022-05-12
5,Easy to use 😁,2022-01-09
3,Fiddly to remember what to do at the check out,2021-11-19
5,Very good 👍nice to do shopping,2021-10-19
5,Very good.,2022-02-27
5,Always Lidl starf always polite and helpful Lidl good on price,2021-11-30
5,Bra och ett billigare alternativ,2024-02-05
5,"Fabulous store in Prestatyn, great on price and loving this app and associated savings",2022-06-23
5,Friendly staff! My favorite store,2021-10-28
3,"Always enjoyed my shopping at Lidl but the last couple of months stocks of foodstuffs on the shelves has looked more like a store that's closing down, so inconsistent with what you can buy I have had to shop in other supermarkets to get what we need.",2022-10-10
5,Great experience shopping at Lidl. Loads better than I remember from years ago.,2022-03-29
4,Good app with good offer. Easy to use.,2021-12-04
5,Good,2021-12-07
4,Good store,2022-11-27
1,Horrible,2022-12-09
4,Staff could more helpful on the shop floor. But lady on the till was very helpful.,2023-01-20
4,Very helpful app. You can activate vouchers as you go along. No coupons to cut out and carry with you. Can be a bit slow though and scanning the card in the store can be a bit fiddly.,2022-05-27
5,love to shop in Lidl great shop,2023-03-20
5,Good,2022-05-21
2,"Η λίστα αγορών δεν είναι βολική, γιατί από τη στιγμή που θα αποθηκεύσω κάποιο προϊόν δεν μπορώ να δω ούτε από ποια ημερομηνία είναι διαθέσιμο ούτε την τελική του τιμή με την έκπτωση. Η παλιά εφαρμογή ήταν περισσότερο βολική σε αυτό το κομμάτι.",2024-03-20
5,Great staff amazing valu 👍,2021-12-28
2,"when u chose you location eg. Hungary u can have app interface only in HU language, no option to switch to ENG or any other",2022-12-02
5,Great offers and discounts which are easy to collect with app.,2023-02-05
1,Plus card doesn't work,2022-08-10
5,Excellent,2021-12-15
5,It's nice to get a little bit of some thing and the scratch card is a good idea,2022-04-22
