rating,review,date
1,"aplikacja pokazywala tylko kod kreskowy mojej karty ikea, niestety przy ostatnich zakupach zamiast kodu pokazal sie jedynie klawisz zaktualizuj. Co za ciezki umysl tak to ustawil, ze nie mialem mozliwosci pominac aktualizacji? Majac w koszyku artukuly tansze z karta ikea stalem jak debil przy kasie blokujac kolejke i probowalem zaktualizowac apke w sklepie na wygwizdajewie gdzie prawie nie ma zasiegu.. po 15 minutac sie zaktualizowala ale oczywiacie nie zapamietala loginu i hasla. brawo geniusze",2020-11-06
5,Ausum easy app,2022-09-12
5,"Easy, good service and cheap",2022-05-27
1,"All my shopping list disappeared. There is only one item left. None of my orders are registered (and there are MANY!!!!!!) except one, which I never ordered or received.",2021-02-28
5,Check if bot is answering when 5 stars.,2022-01-02
5,Very good,2022-05-14
5,User friendly,2023-11-01
2,Unable to log in.,2020-09-06
5,Nice affordable collection,2022-11-26
5,So much easier then the website,2020-09-25
5,THE BESST,2022-07-30
1,Why can't it show all my orders? How can I remember all order numbers?,2021-09-17
5,Amazing for shopping for furniture,2021-03-16
5,IKEA is a great app I am very happy Because it is delivered home I am in office my child wants to go to buy stationary all items etc but I can't Drop them but after IKEA I am able to provide all materials to my child thank you IKEA,2022-06-02
4,I love using this app.,2020-10-01
4,Quite slow on my phone.,2019-11-28
5,Application experience is good.,2023-11-11
5,It is nicely laid out. Plenty to choose from,2022-10-04
5,Great app. Could use a search by measurement option,2022-12-18
5,Excellent app,2019-12-15
1,"Since you have made the old app non functional I have now lost my saved shopping list, very inconvenient!",2020-07-04
1,Crooks of the highest orders. They take your order and don't make an order and take your money..the whole image i had of ikea has taken a turn around since I started using the app..just discontinue your app to save your image.,2022-01-05
5,Awesome products in IKEA 😍,2023-12-06
5,Excellent,2021-11-08
5,"App is great. One improvement i would suggest is to add a widget option for the IKEA family card. That way, you can add the bar code to one of your pages on your phone and have it handy ready to scan instead of having to open the app and find it. Other than that, is good!",2022-07-31
5,Super user friendly!,2021-03-14
5,excellent,2022-09-10
1,Can't create an account or reset password. What a joke,2020-03-11
1,Unusable. I just can not login no matter what I do. I just uninstalled this failed attempt of app. Shame!,2021-08-28
5,Always adore ikea. Love this app.,2020-05-11
4,Great app,2021-03-26
5,Very happy not bought nothing yet but app is good...,2020-06-19
5,Awesome 👌,2021-06-26
5,Easy to use.,2021-11-29
4,Terrific app,2020-11-08
5,Excellent,2022-08-08
5,Like having the catalogue!,2020-03-27
1,Worst dilevery don't buy I had the worst experience it's been 2 weeks after the purchase still not got the dilivery.,2021-10-21
5,Excellent,2019-12-09
5,"I like how user friendly the app is. Plus it keeps me updated if they have the product I want in store without having to drive to the store every single time just to check if they have it. It saves me the trip and gas, since the store is about an hour away from where we live.",2022-02-03
5,Live it,2022-07-28
5,"Always new designs to amaze you with. Also the restaurant, the kids love the food. Meatballs, gravy, cranberry sauce & hot chips!! Guaranteed the kids will eat!!",2023-07-29
5,10% discount with IKEA family card.,2020-01-26
1,Not available in my location,2021-07-26
5,Love looking at IKEA,2023-08-13
1,"Doesn't load. Tried with multiple connections, it's just a black background with Ikea logo.. guess I'm not buying here",2024-03-26
5,"Would like to see information about re-stock for all items, not only for some.",2022-02-09
2,"This constant updating is really beginning to be annoying. I was required to do an update at the beginning of January. Again on the 8th, and here again on the 15th. Stop it already!UPDATE:Still with the constant updates and why do they only respond to 5 star reviews??? They must've paid Google for this 4-star rating because every review i see is under 3 stars.",2021-07-26
5,Effortless shopping always hassle free I love Ikea app and in store.,2021-12-10
5,"Wonderful app, well designed and stable",2020-02-29
1,Can't use app on GrapheneOS. Logins are processed through Webview but it refuses to work with the Vanadium-based Webview on GrapheneOS.,2023-08-31
1,Не работает в РФ,2022-03-09
4,Great all round app from my experience. Pleasant to the eyes and very modern but the search could do with a bit of an improvement so you don't have to put in such a specific term to find something. Just small little additions could take this app a long way!,2020-07-03
5,Best service! Good quality products,2024-01-05
5,The app makes easy to navigate in the actual store abd look for items,2020-07-13
2,Unable to join IKEA family. Always showing 'Unexpected error',2023-03-04
1,"What's wrong with your app? I keep adding items to the Bag .. it just keeps growing ,but when I goto bag ,it says it's empty!! I have added same product 14 times already",2022-12-10
4,"Pretty decent. Some of the key features are more hidden, I feel. Maybe a better UI will help getting the more used features on the front page",2023-11-22
1,"The worst. Incredibly unreliable. Whenever the app shows that an item is in stock - and it says there are several hundred in stock - I go to the store only to find out that there is nothing in stock. This has happened on multiple occasions. It also doesn't let you order any items in the cart if even one item is out of stock, but it doesn't tell you which one. I only use it to scan the Ikea card since they never sent me the physical one.",2021-11-26
4,2x v ى b r= m,2023-07-22
5,Their is many like. I am soo attempted to buy all. To make home makeover to completely.,2019-12-13
1,"You need to step up your business. Next available slot for delivery is on 31st of December and you'd charge me 15,-. Is it a joke? I don't accept excuses like we're busier as usual and so on, just adapt to the business! 18/11/2021",2021-11-18
1,"Aplikacija zahteva isključivo Google chrome, a ne ume da ga koristi ako chrome nije postavljen kao default browser. Ispravite to aplikacija je neupotrebljiva na ovaj način.",2022-02-15
1,Your app stopped working on my phone! I Uninstalled 3 times and reinstalled it. Still nope! Wth is going on? Fix the bug!,2023-04-23
5,Fun!!,2023-09-18
4,Good but like the website of you sort low to high you get a lot of bits and bobs before what you're looking for.,2020-07-04
5,Absolutely love the Ikea app! Quick delivery and tons of products to choose from for whatever you may need,2024-03-17
5,A good app if your doing any interior design.,2020-01-12
5,Building IKEA Tower,2020-12-04
5,"Very useful, easy to find what you need aswell.",2022-11-22
2,The titles of all the products are in Swedish despite everything else being in English...,2020-12-25
1,"Terrible shopping experience. Can't sort by rooms. Can only shop by pictures, or by a really out of order (and useless) navigation on the second tab. Really bad. I'll just use the website.",2020-03-22
1,Can only login with Chrome browser,2021-10-07
3,It's easy to save items and see what's in stock . But the search function could be better.,2022-06-12
5,Great app!,2022-04-02
5,Excellent product. Excellent customer service and great prices,2022-04-21
4,"Would like if it was a little easier to sign up to get notified by email when an item that is out of stock at my local store will be back in stock, a quick click button next to the out of stock message for example. Otherwise great, very easy to navigate.",2021-09-11
5,This app is really great,2022-02-06
